URL,Version,Status,OIDs,Name,Title,Description,Used
https://terminologia.saude.gov.br/fhir/CodeSystem/BRCBO,1.1.0,active,,BRCBO,BRCBO,"","ValueSet/BROcupacao"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRCIAP2,1.1.0,active,,BRCIAP2,BRCIAP2,"","ValueSet/BRCIAP2"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRCID10,1.1.0,active,,BRCID10,BRCID10,"","ValueSet/BRProblemaDiagnostico,ValueSet/BRTerminologiaSuspeitaDiagnostica,ValueSet/BRReasonEncounter,ValueSet/BRCID10"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRCaraterAtendimento,1.1.0,active,,BRCaraterAtendimento,BRCaraterAtendimento,"","ValueSet/BRCaraterAtendimento"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRCategoriaDiagnostico,1.1.0,active,,BRCategoriaDiagnostico,BRCategoriaDiagnostico,"","ValueSet/BRCategoriaDiagnostico"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRConselhoProfissional,1.1.0,draft,,BRConselhoProfissional,Conselhos profissionais de saúde do Brasil,"Esse CodeSystem inclui os conselhos profissionais de saúde do Brasil, conforme a Resolução CNS 251/1997.","ValueSet/BRCRF,ValueSet/BRCOREN,ValueSet/BRCRM,ValueSet/BRCRO,ValueSet/BROutrosProfissionais"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRDesfechoProcedimento,1.1.0,active,,BRDesfechoProcedimento,BRDesfechoProcedimento,"","ValueSet/BRDesfechoProcedimento"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRDose,1.1.0,active,,BRDose,BRDose,"","ValueSet/BRDose"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRElegibilidadeImunobiologico,1.1.0,active,,BRElegibilidadeImunobiologico,BRElegibilidadeImunobiologico,"","ValueSet/BRElegibilidadeImunobiologico"
https://terminologia.saude.gov.br/fhir/CodeSystem/BREstrategiaVacinacao,1.1.0,active,,BREstrategiaVacinacao,BREstrategiaVacinacao,"","ValueSet/BREstrategiaVacinacao"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRFormaOrganizacaoTabelaSUS,1.1.0,active,,BRFormaOrganizacaoTabelaSUS,BRFormaOrganizacaoTabelaSUS,"","ValueSet/BRFormaOrganizacaoTabelaSUS"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRImunobiologico,1.1.0,active,,BRImunobiologico,BRImunobiologico,"","ValueSet/BRAlergenos,ValueSet/BRImunobiologico"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRInstalacoesFisicas,1.1.0,active,,BRInstalacoesFisicas,BRInstalacoesFisicas,"","ValueSet/BRInstalacoesFisicas"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRLocalAplicacao,1.1.0,active,,BRLocalAplicacao,BRLocalAplicacao,"","ValueSet/BRLocalAplicacao"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRMedDRA,1.1.0,active,,BRMedDRA,BRMedDRA,"","ValueSet/BRReacoesAdversasMedDRA"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRMedicamento,1.1.0,active,,BRMedicamento,BRMedicamento,"","ValueSet/BRAlergenos"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRModalidadeAssistencial,1.1.0,active,,BRModalidadeAssistencial,BRModalidadeAssistencial,"","ValueSet/BRModalidadeAssistencial"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRMotivoDesfecho,1.1.0,active,,BRMotivoDesfecho,BRMotivoDesfecho,"","ValueSet/BRMotivoDesfecho"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRMotivoProcedimentoNaoRealizado,1.1.0,active,,BRMotivoProcedimentoNaoRealizado,BRMotivoProcedimentoNaoRealizado,"","ValueSet/BRMotivoProcedimentoNaoRealizado"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRPopulacaoTradicional,1.1.0,active,,BRPopulacaoTradicional,BRPopulacaoTradicional,"","ValueSet/BRPopulacaoTradicional"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRPovoItinerante,1.1.0,active,,BRPovoItinerante,BRPovoItinerante,"","ValueSet/BRPovoItinerante"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRProcedencia,1.1.0,active,,BRProcedencia,BRProcedencia,"","ValueSet/BRProcedencia"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRProgramaSaude,1.1.0,active,,BRProgramaSaude,BRProgramaSaude,"","ValueSet/BRProgramaSaude"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRRegistroOrigem,1.1.0,active,,BRRegistroOrigem,BRRegistroOrigem,"","ValueSet/BRRegistroOrigem"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRResponsabilidadeParticipante,1.1.0,active,,BRResponsabilidadeParticipante,BRResponsabilidadeParticipante,"","ValueSet/BRResponsabilidadeParticipante"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRServicoEspecializado,1.1.0,active,,BRServicoEspecializado,BRServicoEspecializado,"","ValueSet/BRServicoEspecializado"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRSubGrupoTabelaSUS,1.1.0,active,,BRSubGrupoTabelaSUS,BRSubGrupoTabelaSUS,"","ValueSet/BRCategoriaProcedimento"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoAleitamentoMaterno,1.1.0,active,,BRTipoAleitamentoMaterno,BRTipoAleitamentoMaterno,"","ValueSet/BRTipoAleitamentoMaterno"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoAmostraGAL,1.1.0,active,,BRTipoAmostraGAL,BRTipoAmostraGAL,"","ValueSet/BRTipoAmostra"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoEstabelecimentoSaude,1.1.0,active,,BRTipoEstabelecimentoSaude,BRTipoEstabelecimentoSaude,"","ValueSet/BRTipoEstabelecimentoSaude"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoIdentificador,1.1.0,active,,BRTipoIdentificador,BRTipoIdentificador,"","ValueSet/BRTipoDocumentoIndividuo"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoParticipante,1.1.0,active,,BRTipoParticipante,BRTipoParticipante,"","ValueSet/BRTipoParticipante"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRViaAdministracao,1.1.0,active,,BRViaAdministracao,BRViaAdministracao,"","ValueSet/BRViaAdministracao"
https://terminologia.saude.gov.br/fhir/CodeSystem/TipoConvenio,1.1.0,active,,TipoConvenio,TipoConvenio,"","ValueSet/TipoConvenio"
